# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,utilization.gpu,memory.used --format=csv -lms 200" date=2026-09-15T03:38:48+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixB tag=control_idle_r1
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], utilization.gpu [%], memory.used [MiB]
1, 2026/09/15 03:38:52.151, 4, 16, 2520 MHz, 8 %, 23711 MiB
0, 2026/09/15 03:38:52.351, 4, 16, 2520 MHz, 8 %, 23749 MiB
1, 2026/09/15 03:38:52.352, 4, 16, 2520 MHz, 8 %, 23711 MiB
0, 2026/09/15 03:38:52.552, 4, 16, 2520 MHz, 8 %, 23759 MiB
1, 2026/09/15 03:38:52.552, 4, 16, 2520 MHz, 8 %, 23713 MiB
0, 2026/09/15 03:38:52.752, 4, 16, 2520 MHz, 8 %, 23737 MiB
1, 2026/09/15 03:38:52.753, 4, 16, 2520 MHz, 9 %, 23723 MiB
0, 2026/09/15 03:38:52.953, 4, 16, 2520 MHz, 8 %, 23711 MiB
1, 2026/09/15 03:38:52.953, 4, 16, 2520 MHz, 9 %, 23739 MiB
0, 2026/09/15 03:38:53.153, 4, 16, 2520 MHz, 8 %, 23713 MiB
1, 2026/09/15 03:38:53.154, 4, 16, 2520 MHz, 9 %, 23713 MiB
0, 2026/09/15 03:38:53.354, 4, 16, 2520 MHz, 1 %, 24047 MiB
1, 2026/09/15 03:38:53.354, 4, 16, 2520 MHz, 9 %, 23747 MiB
0, 2026/09/15 03:38:53.554, 4, 16, 2520 MHz, 1 %, 23620 MiB
1, 2026/09/15 03:38:53.555, 4, 16, 2520 MHz, 9 %, 23620 MiB
0, 2026/09/15 03:38:53.755, 4, 16, 2520 MHz, 0 %, 23620 MiB
1, 2026/09/15 03:38:53.755, 4, 16, 2520 MHz, 0 %, 23620 MiB
0, 2026/09/15 03:38:53.955, 4, 16, 2520 MHz, 0 %, 23620 MiB
1, 2026/09/15 03:38:53.955, 4, 16, 2520 MHz, 0 %, 23620 MiB
